216.34.210.210 - - [14/Aug/2023:00:00:51 +0300] "PATCH /c/csharp.gcc HTTP/1.0" 400  "-" "Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.0; WOW64 Trident/7.0)"
41.196.231.217 - - [14/Aug/2023:03:48:04 +0300] "PATCH /forum/openforums.org HTTP/1.1" 401  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_0_9; like Mac OS X) AppleWebKit/600.46 (KHTML, like Gecko) Chrome/54.0.3251.209 Mobile Safari/536.6"
252.78.169.149 - - [14/Aug/2023:03:49:00 +0300] "PUT /forum/openforums.org HTTP/1.1" 403  "-" "Mozilla/5.0 (Windows NT 10.2; x64; en-US) AppleWebKit/603.5 (KHTML, like Gecko) Chrome/55.0.1250.382 Safari/601"
207.154.182.156 - - [14/Aug/2023:03:50:06 +0300] "GET /c/csharp.gcc HTTP/1.0" 503  "-" "Mozilla/5.0 (iPod; CPU iPod OS 7_4_9; like Mac OS X) AppleWebKit/533.8 (KHTML, like Gecko) Chrome/49.0.2236.394 Mobile Safari/537.7"
124.139.53.50 - - [14/Aug/2023:03:51:18 +0300] "GET /forum/openforums.org HTTP/2" 400  "-" "Mozilla/5.0 (Windows NT 10.3; Win64; x64) AppleWebKit/535.32 (KHTML, like Gecko) Chrome/50.0.3721.142 Safari/600.0 Edge/14.49964"
92.78.95.171 - - [14/Aug/2023:03:52:26 +0300] "DELETE /google.com HTTP/1.1" 401  "-" "Mozilla/5.0 (Windows NT 10.2; x64; en-US) AppleWebKit/603.5 (KHTML, like Gecko) Chrome/55.0.1250.382 Safari/601"
79.155.19.176 - - [14/Aug/2023:03:53:36 +0300] "PUT /google.com HTTP/1.1" 401  "-" "Mozilla/5.0 (Android; Android 5.0.1; SM-P710 Build/LRX22G) AppleWebKit/537.8 (KHTML, like Gecko) Chrome/54.0.1153.339 Mobile Safari/533.7"
215.194.241.176 - - [14/Aug/2023:03:54:52 +0300] "GET /main/yandex.ru HTTP/2" 403  "-" "Mozilla/5.0 (Linux; U; Android 7.0; SAMSUNG GT-I9400 Build/KTU84P) AppleWebKit/603.39 (KHTML, like Gecko) Chrome/52.0.1108.368 Mobile Safari/603.1"
161.69.221.30 - - [14/Aug/2023:03:55:56 +0300] "POST /forum/openforums.org HTTP/1.0" 501  "-" "Mozilla/5.0 (Windows NT 10.2; x64; en-US) AppleWebKit/603.5 (KHTML, like Gecko) Chrome/55.0.1250.382 Safari/601"
233.167.238.150 - - [14/Aug/2023:03:57:11 +0300] "PUT /google.com HTTP/2" 403  "-" "Mozilla/5.0 (Linux; U; Android 7.0; SAMSUNG GT-I9400 Build/KTU84P) AppleWebKit/603.39 (KHTML, like Gecko) Chrome/52.0.1108.368 Mobile Safari/603.1"
84.163.23.96 - - [14/Aug/2023:03:58:09 +0300] "GET /c/csharp.gcc HTTP/1.0" 200  "-" "Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.0; WOW64 Trident/7.0)"
24.221.254.120 - - [14/Aug/2023:03:59:21 +0300] "GET /main/yandex.ru HTTP/1.0" 404  "-" "Mozilla/5.0 (Windows NT 10.2; x64; en-US) AppleWebKit/603.5 (KHTML, like Gecko) Chrome/55.0.1250.382 Safari/601"
57.211.87.148 - - [14/Aug/2023:04:00:20 +0300] "PATCH /downloads HTTP/1.0" 403  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_7_6; like Mac OS X) AppleWebKit/603.22 (KHTML, like Gecko) Chrome/55.0.3688.111 Mobile Safari/535.0"
198.227.17.121 - - [14/Aug/2023:04:01:25 +0300] "GET /main/yandex.ru HTTP/1.0" 501  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_7_6; like Mac OS X) AppleWebKit/603.22 (KHTML, like Gecko) Chrome/55.0.3688.111 Mobile Safari/535.0"
82.211.66.178 - - [14/Aug/2023:04:02:32 +0300] "PUT /downloads HTTP/2" 201  "-" "Mozilla/5.0 (compatible; MSIE 10.0; Windows; Windows NT 6.3; x64; en-US Trident/6.0)"
152.238.29.99 - - [14/Aug/2023:04:03:52 +0300] "POST /c/csharp.gcc HTTP/2" 200  "-" "Mozilla/5.0 (Linux; U; Android 7.0; SAMSUNG GT-I9400 Build/KTU84P) AppleWebKit/603.39 (KHTML, like Gecko) Chrome/52.0.1108.368 Mobile Safari/603.1"
35.149.76.19 - - [14/Aug/2023:04:05:12 +0300] "PATCH /main/yandex.ru HTTP/2" 501  "-" "Mozilla/5.0 (Android; Android 5.0.2; LG-D700 Build/LRX22G) AppleWebKit/533.30 (KHTML, like Gecko) Chrome/53.0.3182.291 Mobile Safari/602.1"
146.2.77.32 - - [14/Aug/2023:04:06:13 +0300] "DELETE /downloads HTTP/1.1" 500  "-" "Mozilla/5.0 (iPod; CPU iPod OS 7_4_9; like Mac OS X) AppleWebKit/533.8 (KHTML, like Gecko) Chrome/49.0.2236.394 Mobile Safari/537.7"
246.65.209.44 - - [14/Aug/2023:04:07:03 +0300] "PATCH /google.com HTTP/2" 502  "-" "Mozilla/5.0 (Windows NT 10.3; Win64; x64) AppleWebKit/535.32 (KHTML, like Gecko) Chrome/50.0.3721.142 Safari/600.0 Edge/14.49964"
93.178.68.73 - - [14/Aug/2023:04:07:53 +0300] "PATCH /c/csharp.gcc HTTP/2" 502  "-" "Mozilla/5.0 (Android; Android 5.0.2; LG-D700 Build/LRX22G) AppleWebKit/533.30 (KHTML, like Gecko) Chrome/53.0.3182.291 Mobile Safari/602.1"
244.17.31.32 - - [14/Aug/2023:04:09:00 +0300] "PUT /c/csharp.gcc HTTP/1.1" 400  "-" "Mozilla/5.0 (iPod; CPU iPod OS 7_4_9; like Mac OS X) AppleWebKit/533.8 (KHTML, like Gecko) Chrome/49.0.2236.394 Mobile Safari/537.7"
201.69.61.26 - - [14/Aug/2023:04:09:54 +0300] "PUT /downloads HTTP/2" 404  "-" "Mozilla/5.0 (Linux; U; Android 7.0; SAMSUNG GT-I9400 Build/KTU84P) AppleWebKit/603.39 (KHTML, like Gecko) Chrome/52.0.1108.368 Mobile Safari/603.1"
21.30.172.162 - - [14/Aug/2023:04:11:14 +0300] "PATCH /c/csharp.gcc HTTP/2" 403  "-" "Mozilla/5.0 (iPod; CPU iPod OS 7_4_9; like Mac OS X) AppleWebKit/533.8 (KHTML, like Gecko) Chrome/49.0.2236.394 Mobile Safari/537.7"
190.44.55.185 - - [14/Aug/2023:04:12:29 +0300] "DELETE /google.com HTTP/1.0" 501  "-" "Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.0; WOW64 Trident/7.0)"
145.28.171.9 - - [14/Aug/2023:04:13:44 +0300] "PUT /c/csharp.gcc HTTP/1.0" 200  "-" "Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.0; WOW64 Trident/7.0)"
77.222.19.193 - - [14/Aug/2023:04:14:53 +0300] "DELETE /downloads HTTP/1.1" 503  "-" "Mozilla/5.0 (Linux; U; Android 7.0; SAMSUNG GT-I9400 Build/KTU84P) AppleWebKit/603.39 (KHTML, like Gecko) Chrome/52.0.1108.368 Mobile Safari/603.1"
185.135.112.217 - - [14/Aug/2023:04:16:01 +0300] "POST /c/csharp.gcc HTTP/2" 401  "-" "Mozilla/5.0 (compatible; MSIE 10.0; Windows; Windows NT 6.3; x64; en-US Trident/6.0)"
153.253.188.171 - - [14/Aug/2023:04:17:13 +0300] "PUT /downloads HTTP/1.0" 404  "-" "Mozilla/5.0 (iPod; CPU iPod OS 7_4_9; like Mac OS X) AppleWebKit/533.8 (KHTML, like Gecko) Chrome/49.0.2236.394 Mobile Safari/537.7"
155.190.165.196 - - [14/Aug/2023:04:18:34 +0300] "PUT /downloads HTTP/1.1" 501  "-" "Mozilla/5.0 (Linux; U; Android 7.0; SAMSUNG GT-I9400 Build/KTU84P) AppleWebKit/603.39 (KHTML, like Gecko) Chrome/52.0.1108.368 Mobile Safari/603.1"
158.114.217.185 - - [14/Aug/2023:04:19:51 +0300] "DELETE /google.com HTTP/1.0" 201  "-" "Mozilla/5.0 (iPod; CPU iPod OS 7_4_9; like Mac OS X) AppleWebKit/533.8 (KHTML, like Gecko) Chrome/49.0.2236.394 Mobile Safari/537.7"
165.214.231.223 - - [14/Aug/2023:04:20:47 +0300] "PUT /c/csharp.gcc HTTP/2" 400  "-" "Mozilla/5.0 (Windows NT 10.3; Win64; x64) AppleWebKit/535.32 (KHTML, like Gecko) Chrome/50.0.3721.142 Safari/600.0 Edge/14.49964"
66.12.181.246 - - [14/Aug/2023:04:21:44 +0300] "DELETE /forum/openforums.org HTTP/1.0" 400  "-" "Mozilla/5.0 (Windows NT 10.2; x64; en-US) AppleWebKit/603.5 (KHTML, like Gecko) Chrome/55.0.1250.382 Safari/601"
245.51.156.99 - - [14/Aug/2023:04:23:08 +0300] "POST /main/yandex.ru HTTP/2" 201  "-" "Mozilla/5.0 (Android; Android 5.0.1; SM-P710 Build/LRX22G) AppleWebKit/537.8 (KHTML, like Gecko) Chrome/54.0.1153.339 Mobile Safari/533.7"
230.207.23.70 - - [14/Aug/2023:04:24:24 +0300] "POST /downloads HTTP/2" 501  "-" "Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.0; WOW64 Trident/7.0)"
51.149.139.176 - - [14/Aug/2023:04:25:30 +0300] "PUT /downloads HTTP/2" 201  "-" "Mozilla/5.0 (Windows NT 10.2; x64; en-US) AppleWebKit/603.5 (KHTML, like Gecko) Chrome/55.0.1250.382 Safari/601"
250.174.73.247 - - [14/Aug/2023:04:26:24 +0300] "DELETE /downloads HTTP/1.0" 404  "-" "Mozilla/5.0 (iPod; CPU iPod OS 7_4_9; like Mac OS X) AppleWebKit/533.8 (KHTML, like Gecko) Chrome/49.0.2236.394 Mobile Safari/537.7"
163.183.230.167 - - [14/Aug/2023:04:27:20 +0300] "PATCH /main/yandex.ru HTTP/1.1" 401  "-" "Mozilla/5.0 (compatible; MSIE 10.0; Windows; Windows NT 6.3; x64; en-US Trident/6.0)"
131.39.80.131 - - [14/Aug/2023:04:28:44 +0300] "POST /downloads HTTP/1.1" 503  "-" "Mozilla/5.0 (Android; Android 5.0.2; LG-D700 Build/LRX22G) AppleWebKit/533.30 (KHTML, like Gecko) Chrome/53.0.3182.291 Mobile Safari/602.1"
113.166.163.58 - - [14/Aug/2023:04:29:39 +0300] "PUT /c/csharp.gcc HTTP/1.0" 503  "-" "Mozilla/5.0 (Linux; U; Android 7.0; SAMSUNG GT-I9400 Build/KTU84P) AppleWebKit/603.39 (KHTML, like Gecko) Chrome/52.0.1108.368 Mobile Safari/603.1"
164.212.183.97 - - [14/Aug/2023:04:30:36 +0300] "PUT /c/csharp.gcc HTTP/1.0" 401  "-" "Mozilla/5.0 (iPod; CPU iPod OS 7_4_9; like Mac OS X) AppleWebKit/533.8 (KHTML, like Gecko) Chrome/49.0.2236.394 Mobile Safari/537.7"
244.179.136.204 - - [14/Aug/2023:04:31:52 +0300] "PUT /forum/openforums.org HTTP/2" 404  "-" "Mozilla/5.0 (compatible; MSIE 10.0; Windows; Windows NT 6.3; x64; en-US Trident/6.0)"
113.5.236.81 - - [14/Aug/2023:04:33:10 +0300] "PUT /main/yandex.ru HTTP/1.1" 503  "-" "Mozilla/5.0 (Android; Android 5.0.2; LG-D700 Build/LRX22G) AppleWebKit/533.30 (KHTML, like Gecko) Chrome/53.0.3182.291 Mobile Safari/602.1"
113.212.10.121 - - [14/Aug/2023:04:34:09 +0300] "GET /forum/openforums.org HTTP/1.0" 404  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_7_6; like Mac OS X) AppleWebKit/603.22 (KHTML, like Gecko) Chrome/55.0.3688.111 Mobile Safari/535.0"
122.79.118.35 - - [14/Aug/2023:04:35:16 +0300] "POST /c/csharp.gcc HTTP/2" 201  "-" "Mozilla/5.0 (Android; Android 5.0.2; LG-D700 Build/LRX22G) AppleWebKit/533.30 (KHTML, like Gecko) Chrome/53.0.3182.291 Mobile Safari/602.1"
150.115.124.94 - - [14/Aug/2023:04:36:14 +0300] "GET /downloads HTTP/1.1" 400  "-" "Mozilla/5.0 (Android; Android 5.0.2; LG-D700 Build/LRX22G) AppleWebKit/533.30 (KHTML, like Gecko) Chrome/53.0.3182.291 Mobile Safari/602.1"
78.247.142.160 - - [14/Aug/2023:04:37:40 +0300] "PATCH /forum/openforums.org HTTP/1.0" 502  "-" "Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.0; WOW64 Trident/7.0)"
136.221.59.56 - - [14/Aug/2023:04:38:58 +0300] "POST /main/yandex.ru HTTP/2" 500  "-" "Mozilla/5.0 (Windows NT 10.3; Win64; x64) AppleWebKit/535.32 (KHTML, like Gecko) Chrome/50.0.3721.142 Safari/600.0 Edge/14.49964"
219.54.215.212 - - [14/Aug/2023:04:40:09 +0300] "PUT /c/csharp.gcc HTTP/1.0" 501  "-" "Mozilla/5.0 (compatible; MSIE 10.0; Windows; Windows NT 6.3; x64; en-US Trident/6.0)"
214.190.72.40 - - [14/Aug/2023:04:41:29 +0300] "DELETE /google.com HTTP/1.1" 200  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_7_6; like Mac OS X) AppleWebKit/603.22 (KHTML, like Gecko) Chrome/55.0.3688.111 Mobile Safari/535.0"
73.232.96.246 - - [14/Aug/2023:04:42:25 +0300] "DELETE /forum/openforums.org HTTP/1.1" 400  "-" "Mozilla/5.0 (compatible; MSIE 10.0; Windows; Windows NT 6.3; x64; en-US Trident/6.0)"
153.33.48.68 - - [14/Aug/2023:04:43:18 +0300] "GET /downloads HTTP/2" 502  "-" "Mozilla/5.0 (Android; Android 5.0.2; LG-D700 Build/LRX22G) AppleWebKit/533.30 (KHTML, like Gecko) Chrome/53.0.3182.291 Mobile Safari/602.1"
67.157.114.160 - - [14/Aug/2023:04:44:16 +0300] "DELETE /google.com HTTP/2" 501  "-" "Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.0; WOW64 Trident/7.0)"
16.236.84.128 - - [14/Aug/2023:04:45:10 +0300] "PATCH /downloads HTTP/1.0" 400  "-" "Mozilla/5.0 (Linux; U; Android 7.0; SAMSUNG GT-I9400 Build/KTU84P) AppleWebKit/603.39 (KHTML, like Gecko) Chrome/52.0.1108.368 Mobile Safari/603.1"
18.12.122.123 - - [14/Aug/2023:04:46:17 +0300] "GET /c/csharp.gcc HTTP/1.1" 500  "-" "Mozilla/5.0 (Android; Android 5.0.1; SM-P710 Build/LRX22G) AppleWebKit/537.8 (KHTML, like Gecko) Chrome/54.0.1153.339 Mobile Safari/533.7"
230.180.231.17 - - [14/Aug/2023:04:47:12 +0300] "POST /google.com HTTP/1.1" 502  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_0_9; like Mac OS X) AppleWebKit/600.46 (KHTML, like Gecko) Chrome/54.0.3251.209 Mobile Safari/536.6"
228.57.59.9 - - [14/Aug/2023:04:48:16 +0300] "DELETE /google.com HTTP/1.1" 404  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_0_9; like Mac OS X) AppleWebKit/600.46 (KHTML, like Gecko) Chrome/54.0.3251.209 Mobile Safari/536.6"
137.25.95.109 - - [14/Aug/2023:04:49:27 +0300] "PATCH /google.com HTTP/1.0" 201  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_0_9; like Mac OS X) AppleWebKit/600.46 (KHTML, like Gecko) Chrome/54.0.3251.209 Mobile Safari/536.6"
146.187.205.85 - - [14/Aug/2023:04:50:29 +0300] "POST /forum/openforums.org HTTP/1.0" 500  "-" "Mozilla/5.0 (compatible; MSIE 10.0; Windows; Windows NT 6.3; x64; en-US Trident/6.0)"
135.123.63.251 - - [14/Aug/2023:04:51:37 +0300] "DELETE /google.com HTTP/1.1" 500  "-" "Mozilla/5.0 (Android; Android 5.0.1; SM-P710 Build/LRX22G) AppleWebKit/537.8 (KHTML, like Gecko) Chrome/54.0.1153.339 Mobile Safari/533.7"
12.212.156.18 - - [14/Aug/2023:04:52:43 +0300] "PUT /google.com HTTP/1.0" 401  "-" "Mozilla/5.0 (Linux; U; Android 7.0; SAMSUNG GT-I9400 Build/KTU84P) AppleWebKit/603.39 (KHTML, like Gecko) Chrome/52.0.1108.368 Mobile Safari/603.1"
125.59.20.87 - - [14/Aug/2023:04:54:03 +0300] "PUT /google.com HTTP/2" 401  "-" "Mozilla/5.0 (Windows NT 10.2; x64; en-US) AppleWebKit/603.5 (KHTML, like Gecko) Chrome/55.0.1250.382 Safari/601"
127.102.139.14 - - [14/Aug/2023:04:54:58 +0300] "POST /forum/openforums.org HTTP/1.0" 201  "-" "Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.0; WOW64 Trident/7.0)"
99.174.8.9 - - [14/Aug/2023:04:56:16 +0300] "PATCH /google.com HTTP/1.1" 502  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_7_6; like Mac OS X) AppleWebKit/603.22 (KHTML, like Gecko) Chrome/55.0.3688.111 Mobile Safari/535.0"
169.222.140.72 - - [14/Aug/2023:04:57:17 +0300] "GET /google.com HTTP/1.1" 200  "-" "Mozilla/5.0 (compatible; MSIE 10.0; Windows; Windows NT 6.3; x64; en-US Trident/6.0)"
122.102.98.95 - - [14/Aug/2023:04:58:43 +0300] "GET /google.com HTTP/2" 401  "-" "Mozilla/5.0 (Windows NT 10.3; Win64; x64) AppleWebKit/535.32 (KHTML, like Gecko) Chrome/50.0.3721.142 Safari/600.0 Edge/14.49964"
62.79.184.66 - - [14/Aug/2023:04:59:47 +0300] "PUT /downloads HTTP/2" 403  "-" "Mozilla/5.0 (Windows NT 10.3; Win64; x64) AppleWebKit/535.32 (KHTML, like Gecko) Chrome/50.0.3721.142 Safari/600.0 Edge/14.49964"
146.87.28.226 - - [14/Aug/2023:05:00:47 +0300] "GET /c/csharp.gcc HTTP/1.0" 400  "-" "Mozilla/5.0 (Windows NT 10.3; Win64; x64) AppleWebKit/535.32 (KHTML, like Gecko) Chrome/50.0.3721.142 Safari/600.0 Edge/14.49964"
252.132.147.102 - - [14/Aug/2023:05:01:40 +0300] "GET /main/yandex.ru HTTP/2" 502  "-" "Mozilla/5.0 (Android; Android 5.0.2; LG-D700 Build/LRX22G) AppleWebKit/533.30 (KHTML, like Gecko) Chrome/53.0.3182.291 Mobile Safari/602.1"
123.64.46.221 - - [14/Aug/2023:05:02:38 +0300] "GET /main/yandex.ru HTTP/1.0" 502  "-" "Mozilla/5.0 (Windows NT 10.3; Win64; x64) AppleWebKit/535.32 (KHTML, like Gecko) Chrome/50.0.3721.142 Safari/600.0 Edge/14.49964"
5.22.17.190 - - [14/Aug/2023:05:03:50 +0300] "GET /google.com HTTP/2" 403  "-" "Mozilla/5.0 (Android; Android 5.0.2; LG-D700 Build/LRX22G) AppleWebKit/533.30 (KHTML, like Gecko) Chrome/53.0.3182.291 Mobile Safari/602.1"
89.35.178.11 - - [14/Aug/2023:05:04:56 +0300] "DELETE /downloads HTTP/2" 401  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_0_9; like Mac OS X) AppleWebKit/600.46 (KHTML, like Gecko) Chrome/54.0.3251.209 Mobile Safari/536.6"
200.158.147.155 - - [14/Aug/2023:05:06:13 +0300] "PATCH /main/yandex.ru HTTP/1.1" 501  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_0_9; like Mac OS X) AppleWebKit/600.46 (KHTML, like Gecko) Chrome/54.0.3251.209 Mobile Safari/536.6"
243.221.38.38 - - [14/Aug/2023:05:07:16 +0300] "PATCH /main/yandex.ru HTTP/2" 201  "-" "Mozilla/5.0 (Windows NT 10.2; x64; en-US) AppleWebKit/603.5 (KHTML, like Gecko) Chrome/55.0.1250.382 Safari/601"
76.161.100.9 - - [14/Aug/2023:05:08:28 +0300] "PUT /google.com HTTP/2" 404  "-" "Mozilla/5.0 (Windows NT 10.2; x64; en-US) AppleWebKit/603.5 (KHTML, like Gecko) Chrome/55.0.1250.382 Safari/601"
239.60.200.106 - - [14/Aug/2023:05:09:35 +0300] "PUT /google.com HTTP/1.1" 503  "-" "Mozilla/5.0 (Android; Android 5.0.1; SM-P710 Build/LRX22G) AppleWebKit/537.8 (KHTML, like Gecko) Chrome/54.0.1153.339 Mobile Safari/533.7"
164.158.134.122 - - [14/Aug/2023:05:10:28 +0300] "PATCH /forum/openforums.org HTTP/1.0" 401  "-" "Mozilla/5.0 (Windows NT 10.3; Win64; x64) AppleWebKit/535.32 (KHTML, like Gecko) Chrome/50.0.3721.142 Safari/600.0 Edge/14.49964"
33.133.231.199 - - [14/Aug/2023:05:11:23 +0300] "PUT /google.com HTTP/1.1" 404  "-" "Mozilla/5.0 (Android; Android 5.0.2; LG-D700 Build/LRX22G) AppleWebKit/533.30 (KHTML, like Gecko) Chrome/53.0.3182.291 Mobile Safari/602.1"
108.127.137.242 - - [14/Aug/2023:05:12:22 +0300] "POST /c/csharp.gcc HTTP/1.1" 200  "-" "Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.0; WOW64 Trident/7.0)"
23.105.15.26 - - [14/Aug/2023:05:13:34 +0300] "PATCH /downloads HTTP/1.0" 503  "-" "Mozilla/5.0 (Linux; U; Android 7.0; SAMSUNG GT-I9400 Build/KTU84P) AppleWebKit/603.39 (KHTML, like Gecko) Chrome/52.0.1108.368 Mobile Safari/603.1"
137.8.102.206 - - [14/Aug/2023:05:14:46 +0300] "PUT /downloads HTTP/1.0" 400  "-" "Mozilla/5.0 (Windows NT 10.2; x64; en-US) AppleWebKit/603.5 (KHTML, like Gecko) Chrome/55.0.1250.382 Safari/601"
248.233.103.180 - - [14/Aug/2023:05:15:57 +0300] "GET /downloads HTTP/2" 502  "-" "Mozilla/5.0 (Windows NT 10.2; x64; en-US) AppleWebKit/603.5 (KHTML, like Gecko) Chrome/55.0.1250.382 Safari/601"
21.70.137.9 - - [14/Aug/2023:05:16:53 +0300] "PUT /google.com HTTP/1.1" 503  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_0_9; like Mac OS X) AppleWebKit/600.46 (KHTML, like Gecko) Chrome/54.0.3251.209 Mobile Safari/536.6"
183.29.63.138 - - [14/Aug/2023:05:17:45 +0300] "PUT /c/csharp.gcc HTTP/2" 401  "-" "Mozilla/5.0 (Android; Android 5.0.2; LG-D700 Build/LRX22G) AppleWebKit/533.30 (KHTML, like Gecko) Chrome/53.0.3182.291 Mobile Safari/602.1"
62.216.189.246 - - [14/Aug/2023:05:19:04 +0300] "PATCH /c/csharp.gcc HTTP/2" 500  "-" "Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.0; WOW64 Trident/7.0)"
179.130.203.205 - - [14/Aug/2023:05:20:13 +0300] "PUT /forum/openforums.org HTTP/2" 502  "-" "Mozilla/5.0 (iPod; CPU iPod OS 7_4_9; like Mac OS X) AppleWebKit/533.8 (KHTML, like Gecko) Chrome/49.0.2236.394 Mobile Safari/537.7"
237.146.95.173 - - [14/Aug/2023:05:21:08 +0300] "DELETE /c/csharp.gcc HTTP/1.1" 502  "-" "Mozilla/5.0 (iPod; CPU iPod OS 7_4_9; like Mac OS X) AppleWebKit/533.8 (KHTML, like Gecko) Chrome/49.0.2236.394 Mobile Safari/537.7"
195.167.112.101 - - [14/Aug/2023:05:22:26 +0300] "DELETE /google.com HTTP/1.0" 502  "-" "Mozilla/5.0 (Linux; U; Android 7.0; SAMSUNG GT-I9400 Build/KTU84P) AppleWebKit/603.39 (KHTML, like Gecko) Chrome/52.0.1108.368 Mobile Safari/603.1"
60.104.206.131 - - [14/Aug/2023:05:23:51 +0300] "PATCH /main/yandex.ru HTTP/1.1" 404  "-" "Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.0; WOW64 Trident/7.0)"
86.244.228.239 - - [14/Aug/2023:05:24:50 +0300] "PATCH /google.com HTTP/1.0" 502  "-" "Mozilla/5.0 (Windows NT 10.3; Win64; x64) AppleWebKit/535.32 (KHTML, like Gecko) Chrome/50.0.3721.142 Safari/600.0 Edge/14.49964"
190.175.127.70 - - [14/Aug/2023:05:25:47 +0300] "PUT /google.com HTTP/1.1" 502  "-" "Mozilla/5.0 (compatible; MSIE 10.0; Windows; Windows NT 6.3; x64; en-US Trident/6.0)"
27.101.70.233 - - [14/Aug/2023:05:26:54 +0300] "POST /main/yandex.ru HTTP/1.0" 400  "-" "Mozilla/5.0 (compatible; MSIE 10.0; Windows; Windows NT 6.3; x64; en-US Trident/6.0)"
96.239.138.104 - - [14/Aug/2023:05:28:15 +0300] "PATCH /main/yandex.ru HTTP/2" 201  "-" "Mozilla/5.0 (Windows NT 10.2; x64; en-US) AppleWebKit/603.5 (KHTML, like Gecko) Chrome/55.0.1250.382 Safari/601"
230.82.55.231 - - [14/Aug/2023:05:29:10 +0300] "PATCH /main/yandex.ru HTTP/2" 401  "-" "Mozilla/5.0 (compatible; MSIE 10.0; Windows; Windows NT 6.3; x64; en-US Trident/6.0)"
30.227.26.105 - - [14/Aug/2023:05:30:20 +0300] "PUT /google.com HTTP/1.1" 503  "-" "Mozilla/5.0 (Linux; U; Android 7.0; SAMSUNG GT-I9400 Build/KTU84P) AppleWebKit/603.39 (KHTML, like Gecko) Chrome/52.0.1108.368 Mobile Safari/603.1"
72.167.163.161 - - [14/Aug/2023:05:31:40 +0300] "PATCH /c/csharp.gcc HTTP/1.0" 401  "-" "Mozilla/5.0 (compatible; MSIE 10.0; Windows; Windows NT 6.3; x64; en-US Trident/6.0)"
90.234.72.60 - - [14/Aug/2023:05:32:34 +0300] "GET /forum/openforums.org HTTP/2" 501  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_7_6; like Mac OS X) AppleWebKit/603.22 (KHTML, like Gecko) Chrome/55.0.3688.111 Mobile Safari/535.0"
30.128.245.228 - - [14/Aug/2023:05:33:49 +0300] "GET /main/yandex.ru HTTP/1.0" 503  "-" "Mozilla/5.0 (Android; Android 5.0.1; SM-P710 Build/LRX22G) AppleWebKit/537.8 (KHTML, like Gecko) Chrome/54.0.1153.339 Mobile Safari/533.7"
134.229.34.109 - - [14/Aug/2023:05:35:04 +0300] "PATCH /main/yandex.ru HTTP/2" 400  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_7_6; like Mac OS X) AppleWebKit/603.22 (KHTML, like Gecko) Chrome/55.0.3688.111 Mobile Safari/535.0"
46.244.146.218 - - [14/Aug/2023:05:36:29 +0300] "GET /main/yandex.ru HTTP/2" 501  "-" "Mozilla/5.0 (Linux; U; Android 7.0; SAMSUNG GT-I9400 Build/KTU84P) AppleWebKit/603.39 (KHTML, like Gecko) Chrome/52.0.1108.368 Mobile Safari/603.1"
100.97.35.42 - - [14/Aug/2023:05:37:37 +0300] "GET /downloads HTTP/1.0" 502  "-" "Mozilla/5.0 (Linux; U; Android 7.0; SAMSUNG GT-I9400 Build/KTU84P) AppleWebKit/603.39 (KHTML, like Gecko) Chrome/52.0.1108.368 Mobile Safari/603.1"
179.25.220.252 - - [14/Aug/2023:05:38:29 +0300] "GET /main/yandex.ru HTTP/1.1" 501  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_7_6; like Mac OS X) AppleWebKit/603.22 (KHTML, like Gecko) Chrome/55.0.3688.111 Mobile Safari/535.0"
222.10.8.98 - - [14/Aug/2023:05:39:34 +0300] "PUT /downloads HTTP/2" 400  "-" "Mozilla/5.0 (Linux; U; Android 7.0; SAMSUNG GT-I9400 Build/KTU84P) AppleWebKit/603.39 (KHTML, like Gecko) Chrome/52.0.1108.368 Mobile Safari/603.1"
