239.111.232.29 - - [13/Aug/2023:00:01:01 +0300] "POST /main/yandex.ru HTTP/1.1" 200  "-" "Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.0; WOW64 Trident/7.0)"
138.89.224.113 - - [13/Aug/2023:07:53:40 +0300] "DELETE /main/yandex.ru HTTP/2" 200  "-" "Mozilla/5.0 (Android; Android 5.0.1; SM-P710 Build/LRX22G) AppleWebKit/537.8 (KHTML, like Gecko) Chrome/54.0.1153.339 Mobile Safari/533.7"
191.8.200.105 - - [13/Aug/2023:07:54:52 +0300] "DELETE /main/yandex.ru HTTP/2" 200  "-" "Mozilla/5.0 (Windows NT 10.3; Win64; x64) AppleWebKit/535.32 (KHTML, like Gecko) Chrome/50.0.3721.142 Safari/600.0 Edge/14.49964"
212.162.221.153 - - [13/Aug/2023:07:56:17 +0300] "DELETE /c/csharp.gcc HTTP/2" 201  "-" "Mozilla/5.0 (iPod; CPU iPod OS 7_4_9; like Mac OS X) AppleWebKit/533.8 (KHTML, like Gecko) Chrome/49.0.2236.394 Mobile Safari/537.7"
39.207.57.109 - - [13/Aug/2023:07:57:15 +0300] "GET /google.com HTTP/2" 501  "-" "Mozilla/5.0 (Android; Android 5.0.2; LG-D700 Build/LRX22G) AppleWebKit/533.30 (KHTML, like Gecko) Chrome/53.0.3182.291 Mobile Safari/602.1"
52.101.41.234 - - [13/Aug/2023:07:58:35 +0300] "GET /google.com HTTP/2" 502  "-" "Mozilla/5.0 (Android; Android 5.0.1; SM-P710 Build/LRX22G) AppleWebKit/537.8 (KHTML, like Gecko) Chrome/54.0.1153.339 Mobile Safari/533.7"
73.123.239.58 - - [13/Aug/2023:07:59:50 +0300] "PATCH /c/csharp.gcc HTTP/1.1" 502  "-" "Mozilla/5.0 (Windows NT 10.2; x64; en-US) AppleWebKit/603.5 (KHTML, like Gecko) Chrome/55.0.1250.382 Safari/601"
232.126.9.98 - - [13/Aug/2023:08:00:40 +0300] "PUT /google.com HTTP/1.1" 502  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_0_9; like Mac OS X) AppleWebKit/600.46 (KHTML, like Gecko) Chrome/54.0.3251.209 Mobile Safari/536.6"
215.230.7.229 - - [13/Aug/2023:08:01:46 +0300] "DELETE /forum/openforums.org HTTP/1.0" 502  "-" "Mozilla/5.0 (Linux; U; Android 7.0; SAMSUNG GT-I9400 Build/KTU84P) AppleWebKit/603.39 (KHTML, like Gecko) Chrome/52.0.1108.368 Mobile Safari/603.1"
175.217.201.225 - - [13/Aug/2023:08:03:07 +0300] "POST /downloads HTTP/1.0" 404  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_0_9; like Mac OS X) AppleWebKit/600.46 (KHTML, like Gecko) Chrome/54.0.3251.209 Mobile Safari/536.6"
228.151.57.119 - - [13/Aug/2023:08:04:21 +0300] "PATCH /downloads HTTP/2" 503  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_0_9; like Mac OS X) AppleWebKit/600.46 (KHTML, like Gecko) Chrome/54.0.3251.209 Mobile Safari/536.6"
181.56.65.140 - - [13/Aug/2023:08:05:25 +0300] "POST /google.com HTTP/1.1" 401  "-" "Mozilla/5.0 (Windows NT 10.2; x64; en-US) AppleWebKit/603.5 (KHTML, like Gecko) Chrome/55.0.1250.382 Safari/601"
24.227.84.79 - - [13/Aug/2023:08:06:38 +0300] "PUT /main/yandex.ru HTTP/1.0" 401  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_7_6; like Mac OS X) AppleWebKit/603.22 (KHTML, like Gecko) Chrome/55.0.3688.111 Mobile Safari/535.0"
149.194.68.243 - - [13/Aug/2023:08:07:30 +0300] "DELETE /downloads HTTP/1.1" 201  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_7_6; like Mac OS X) AppleWebKit/603.22 (KHTML, like Gecko) Chrome/55.0.3688.111 Mobile Safari/535.0"
193.85.97.82 - - [13/Aug/2023:08:08:25 +0300] "POST /forum/openforums.org HTTP/1.0" 201  "-" "Mozilla/5.0 (Windows NT 10.2; x64; en-US) AppleWebKit/603.5 (KHTML, like Gecko) Chrome/55.0.1250.382 Safari/601"
244.217.97.178 - - [13/Aug/2023:08:09:31 +0300] "PUT /c/csharp.gcc HTTP/2" 403  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_0_9; like Mac OS X) AppleWebKit/600.46 (KHTML, like Gecko) Chrome/54.0.3251.209 Mobile Safari/536.6"
130.240.6.94 - - [13/Aug/2023:08:10:31 +0300] "POST /forum/openforums.org HTTP/2" 500  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_0_9; like Mac OS X) AppleWebKit/600.46 (KHTML, like Gecko) Chrome/54.0.3251.209 Mobile Safari/536.6"
144.90.237.198 - - [13/Aug/2023:08:11:45 +0300] "PATCH /google.com HTTP/1.1" 501  "-" "Mozilla/5.0 (Linux; U; Android 7.0; SAMSUNG GT-I9400 Build/KTU84P) AppleWebKit/603.39 (KHTML, like Gecko) Chrome/52.0.1108.368 Mobile Safari/603.1"
29.86.150.97 - - [13/Aug/2023:08:12:54 +0300] "DELETE /c/csharp.gcc HTTP/1.0" 502  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_7_6; like Mac OS X) AppleWebKit/603.22 (KHTML, like Gecko) Chrome/55.0.3688.111 Mobile Safari/535.0"
228.42.35.48 - - [13/Aug/2023:08:14:03 +0300] "PATCH /forum/openforums.org HTTP/2" 200  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_7_6; like Mac OS X) AppleWebKit/603.22 (KHTML, like Gecko) Chrome/55.0.3688.111 Mobile Safari/535.0"
103.227.168.115 - - [13/Aug/2023:08:15:27 +0300] "PATCH /downloads HTTP/2" 400  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_7_6; like Mac OS X) AppleWebKit/603.22 (KHTML, like Gecko) Chrome/55.0.3688.111 Mobile Safari/535.0"
25.113.122.48 - - [13/Aug/2023:08:16:42 +0300] "PATCH /main/yandex.ru HTTP/2" 201  "-" "Mozilla/5.0 (compatible; MSIE 10.0; Windows; Windows NT 6.3; x64; en-US Trident/6.0)"
97.57.170.66 - - [13/Aug/2023:08:17:38 +0300] "PATCH /main/yandex.ru HTTP/1.0" 502  "-" "Mozilla/5.0 (Windows NT 10.2; x64; en-US) AppleWebKit/603.5 (KHTML, like Gecko) Chrome/55.0.1250.382 Safari/601"
189.223.67.54 - - [13/Aug/2023:08:18:57 +0300] "GET /c/csharp.gcc HTTP/2" 401  "-" "Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.0; WOW64 Trident/7.0)"
154.208.149.103 - - [13/Aug/2023:08:19:56 +0300] "DELETE /main/yandex.ru HTTP/1.1" 403  "-" "Mozilla/5.0 (iPod; CPU iPod OS 7_4_9; like Mac OS X) AppleWebKit/533.8 (KHTML, like Gecko) Chrome/49.0.2236.394 Mobile Safari/537.7"
228.172.11.51 - - [13/Aug/2023:08:21:16 +0300] "GET /c/csharp.gcc HTTP/2" 404  "-" "Mozilla/5.0 (Android; Android 5.0.1; SM-P710 Build/LRX22G) AppleWebKit/537.8 (KHTML, like Gecko) Chrome/54.0.1153.339 Mobile Safari/533.7"
53.179.254.13 - - [13/Aug/2023:08:22:23 +0300] "PATCH /c/csharp.gcc HTTP/1.0" 400  "-" "Mozilla/5.0 (Windows NT 10.2; x64; en-US) AppleWebKit/603.5 (KHTML, like Gecko) Chrome/55.0.1250.382 Safari/601"
224.99.39.29 - - [13/Aug/2023:08:23:39 +0300] "POST /main/yandex.ru HTTP/1.0" 201  "-" "Mozilla/5.0 (Linux; U; Android 7.0; SAMSUNG GT-I9400 Build/KTU84P) AppleWebKit/603.39 (KHTML, like Gecko) Chrome/52.0.1108.368 Mobile Safari/603.1"
134.211.178.62 - - [13/Aug/2023:08:24:54 +0300] "PATCH /forum/openforums.org HTTP/1.0" 201  "-" "Mozilla/5.0 (Windows NT 10.2; x64; en-US) AppleWebKit/603.5 (KHTML, like Gecko) Chrome/55.0.1250.382 Safari/601"
35.231.177.77 - - [13/Aug/2023:08:25:52 +0300] "DELETE /google.com HTTP/1.1" 404  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_0_9; like Mac OS X) AppleWebKit/600.46 (KHTML, like Gecko) Chrome/54.0.3251.209 Mobile Safari/536.6"
3.29.148.178 - - [13/Aug/2023:08:27:17 +0300] "PUT /main/yandex.ru HTTP/1.1" 501  "-" "Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.0; WOW64 Trident/7.0)"
197.221.237.147 - - [13/Aug/2023:08:28:37 +0300] "DELETE /main/yandex.ru HTTP/2" 501  "-" "Mozilla/5.0 (Linux; U; Android 7.0; SAMSUNG GT-I9400 Build/KTU84P) AppleWebKit/603.39 (KHTML, like Gecko) Chrome/52.0.1108.368 Mobile Safari/603.1"
60.122.132.13 - - [13/Aug/2023:08:29:29 +0300] "PATCH /forum/openforums.org HTTP/1.1" 502  "-" "Mozilla/5.0 (Windows NT 10.2; x64; en-US) AppleWebKit/603.5 (KHTML, like Gecko) Chrome/55.0.1250.382 Safari/601"
133.156.70.179 - - [13/Aug/2023:08:30:54 +0300] "PATCH /forum/openforums.org HTTP/1.1" 200  "-" "Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.0; WOW64 Trident/7.0)"
231.144.113.104 - - [13/Aug/2023:08:32:01 +0300] "PATCH /main/yandex.ru HTTP/2" 401  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_0_9; like Mac OS X) AppleWebKit/600.46 (KHTML, like Gecko) Chrome/54.0.3251.209 Mobile Safari/536.6"
132.172.222.76 - - [13/Aug/2023:08:33:15 +0300] "GET /downloads HTTP/1.0" 400  "-" "Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.0; WOW64 Trident/7.0)"
94.172.98.225 - - [13/Aug/2023:08:34:26 +0300] "PATCH /downloads HTTP/2" 501  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_0_9; like Mac OS X) AppleWebKit/600.46 (KHTML, like Gecko) Chrome/54.0.3251.209 Mobile Safari/536.6"
56.53.163.192 - - [13/Aug/2023:08:35:42 +0300] "PATCH /c/csharp.gcc HTTP/1.1" 400  "-" "Mozilla/5.0 (compatible; MSIE 10.0; Windows; Windows NT 6.3; x64; en-US Trident/6.0)"
85.127.246.133 - - [13/Aug/2023:08:36:36 +0300] "DELETE /main/yandex.ru HTTP/1.0" 400  "-" "Mozilla/5.0 (Linux; U; Android 7.0; SAMSUNG GT-I9400 Build/KTU84P) AppleWebKit/603.39 (KHTML, like Gecko) Chrome/52.0.1108.368 Mobile Safari/603.1"
154.195.26.154 - - [13/Aug/2023:08:37:26 +0300] "GET /downloads HTTP/2" 501  "-" "Mozilla/5.0 (Android; Android 5.0.2; LG-D700 Build/LRX22G) AppleWebKit/533.30 (KHTML, like Gecko) Chrome/53.0.3182.291 Mobile Safari/602.1"
216.13.79.81 - - [13/Aug/2023:08:38:23 +0300] "GET /google.com HTTP/1.0" 500  "-" "Mozilla/5.0 (Linux; U; Android 7.0; SAMSUNG GT-I9400 Build/KTU84P) AppleWebKit/603.39 (KHTML, like Gecko) Chrome/52.0.1108.368 Mobile Safari/603.1"
135.40.102.139 - - [13/Aug/2023:08:39:48 +0300] "GET /forum/openforums.org HTTP/1.1" 403  "-" "Mozilla/5.0 (Windows NT 10.2; x64; en-US) AppleWebKit/603.5 (KHTML, like Gecko) Chrome/55.0.1250.382 Safari/601"
37.165.231.6 - - [13/Aug/2023:08:41:04 +0300] "GET /main/yandex.ru HTTP/2" 500  "-" "Mozilla/5.0 (iPod; CPU iPod OS 7_4_9; like Mac OS X) AppleWebKit/533.8 (KHTML, like Gecko) Chrome/49.0.2236.394 Mobile Safari/537.7"
25.103.181.73 - - [13/Aug/2023:08:42:28 +0300] "DELETE /downloads HTTP/1.0" 403  "-" "Mozilla/5.0 (Windows NT 10.2; x64; en-US) AppleWebKit/603.5 (KHTML, like Gecko) Chrome/55.0.1250.382 Safari/601"
101.173.147.158 - - [13/Aug/2023:08:43:36 +0300] "POST /google.com HTTP/1.0" 500  "-" "Mozilla/5.0 (Android; Android 5.0.2; LG-D700 Build/LRX22G) AppleWebKit/533.30 (KHTML, like Gecko) Chrome/53.0.3182.291 Mobile Safari/602.1"
7.211.37.54 - - [13/Aug/2023:08:44:30 +0300] "GET /google.com HTTP/1.0" 500  "-" "Mozilla/5.0 (iPod; CPU iPod OS 7_4_9; like Mac OS X) AppleWebKit/533.8 (KHTML, like Gecko) Chrome/49.0.2236.394 Mobile Safari/537.7"
62.10.40.185 - - [13/Aug/2023:08:45:40 +0300] "PATCH /main/yandex.ru HTTP/2" 503  "-" "Mozilla/5.0 (Android; Android 5.0.2; LG-D700 Build/LRX22G) AppleWebKit/533.30 (KHTML, like Gecko) Chrome/53.0.3182.291 Mobile Safari/602.1"
181.84.173.83 - - [13/Aug/2023:08:46:36 +0300] "PATCH /main/yandex.ru HTTP/1.0" 201  "-" "Mozilla/5.0 (compatible; MSIE 10.0; Windows; Windows NT 6.3; x64; en-US Trident/6.0)"
198.186.129.210 - - [13/Aug/2023:08:47:27 +0300] "PUT /main/yandex.ru HTTP/1.0" 404  "-" "Mozilla/5.0 (Android; Android 5.0.1; SM-P710 Build/LRX22G) AppleWebKit/537.8 (KHTML, like Gecko) Chrome/54.0.1153.339 Mobile Safari/533.7"
51.113.158.23 - - [13/Aug/2023:08:48:32 +0300] "PUT /c/csharp.gcc HTTP/1.0" 403  "-" "Mozilla/5.0 (Android; Android 5.0.2; LG-D700 Build/LRX22G) AppleWebKit/533.30 (KHTML, like Gecko) Chrome/53.0.3182.291 Mobile Safari/602.1"
138.5.58.124 - - [13/Aug/2023:08:49:29 +0300] "DELETE /c/csharp.gcc HTTP/1.0" 500  "-" "Mozilla/5.0 (Linux; U; Android 7.0; SAMSUNG GT-I9400 Build/KTU84P) AppleWebKit/603.39 (KHTML, like Gecko) Chrome/52.0.1108.368 Mobile Safari/603.1"
6.117.24.22 - - [13/Aug/2023:08:50:23 +0300] "PUT /downloads HTTP/1.0" 401  "-" "Mozilla/5.0 (compatible; MSIE 10.0; Windows; Windows NT 6.3; x64; en-US Trident/6.0)"
105.246.91.93 - - [13/Aug/2023:08:51:26 +0300] "PUT /forum/openforums.org HTTP/2" 502  "-" "Mozilla/5.0 (Windows NT 10.3; Win64; x64) AppleWebKit/535.32 (KHTML, like Gecko) Chrome/50.0.3721.142 Safari/600.0 Edge/14.49964"
50.105.92.246 - - [13/Aug/2023:08:52:44 +0300] "PATCH /main/yandex.ru HTTP/1.0" 201  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_0_9; like Mac OS X) AppleWebKit/600.46 (KHTML, like Gecko) Chrome/54.0.3251.209 Mobile Safari/536.6"
220.79.22.185 - - [13/Aug/2023:08:53:56 +0300] "POST /c/csharp.gcc HTTP/2" 201  "-" "Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.0; WOW64 Trident/7.0)"
66.81.199.146 - - [13/Aug/2023:08:55:20 +0300] "GET /downloads HTTP/2" 503  "-" "Mozilla/5.0 (Windows NT 10.3; Win64; x64) AppleWebKit/535.32 (KHTML, like Gecko) Chrome/50.0.3721.142 Safari/600.0 Edge/14.49964"
144.168.179.75 - - [13/Aug/2023:08:56:27 +0300] "PATCH /forum/openforums.org HTTP/1.1" 503  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_7_6; like Mac OS X) AppleWebKit/603.22 (KHTML, like Gecko) Chrome/55.0.3688.111 Mobile Safari/535.0"
162.206.167.88 - - [13/Aug/2023:08:57:32 +0300] "PUT /forum/openforums.org HTTP/2" 501  "-" "Mozilla/5.0 (Android; Android 5.0.2; LG-D700 Build/LRX22G) AppleWebKit/533.30 (KHTML, like Gecko) Chrome/53.0.3182.291 Mobile Safari/602.1"
53.15.57.100 - - [13/Aug/2023:08:58:33 +0300] "DELETE /downloads HTTP/1.0" 400  "-" "Mozilla/5.0 (iPod; CPU iPod OS 7_4_9; like Mac OS X) AppleWebKit/533.8 (KHTML, like Gecko) Chrome/49.0.2236.394 Mobile Safari/537.7"
219.142.44.241 - - [13/Aug/2023:08:59:27 +0300] "GET /downloads HTTP/1.0" 500  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_0_9; like Mac OS X) AppleWebKit/600.46 (KHTML, like Gecko) Chrome/54.0.3251.209 Mobile Safari/536.6"
221.229.27.12 - - [13/Aug/2023:09:00:29 +0300] "POST /forum/openforums.org HTTP/1.0" 404  "-" "Mozilla/5.0 (Windows NT 10.3; Win64; x64) AppleWebKit/535.32 (KHTML, like Gecko) Chrome/50.0.3721.142 Safari/600.0 Edge/14.49964"
205.199.63.123 - - [13/Aug/2023:09:01:33 +0300] "PATCH /google.com HTTP/2" 403  "-" "Mozilla/5.0 (Windows NT 10.2; x64; en-US) AppleWebKit/603.5 (KHTML, like Gecko) Chrome/55.0.1250.382 Safari/601"
157.59.138.244 - - [13/Aug/2023:09:02:38 +0300] "PUT /main/yandex.ru HTTP/2" 400  "-" "Mozilla/5.0 (Linux; U; Android 7.0; SAMSUNG GT-I9400 Build/KTU84P) AppleWebKit/603.39 (KHTML, like Gecko) Chrome/52.0.1108.368 Mobile Safari/603.1"
119.235.63.47 - - [13/Aug/2023:09:03:33 +0300] "PATCH /google.com HTTP/1.1" 501  "-" "Mozilla/5.0 (Windows NT 10.2; x64; en-US) AppleWebKit/603.5 (KHTML, like Gecko) Chrome/55.0.1250.382 Safari/601"
62.124.238.202 - - [13/Aug/2023:09:04:29 +0300] "PUT /google.com HTTP/1.0" 503  "-" "Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.0; WOW64 Trident/7.0)"
104.231.47.103 - - [13/Aug/2023:09:05:27 +0300] "GET /forum/openforums.org HTTP/1.1" 404  "-" "Mozilla/5.0 (Android; Android 5.0.1; SM-P710 Build/LRX22G) AppleWebKit/537.8 (KHTML, like Gecko) Chrome/54.0.1153.339 Mobile Safari/533.7"
28.93.1.76 - - [13/Aug/2023:09:06:36 +0300] "PUT /c/csharp.gcc HTTP/2" 201  "-" "Mozilla/5.0 (Windows NT 10.3; Win64; x64) AppleWebKit/535.32 (KHTML, like Gecko) Chrome/50.0.3721.142 Safari/600.0 Edge/14.49964"
131.33.236.94 - - [13/Aug/2023:09:07:36 +0300] "GET /main/yandex.ru HTTP/1.1" 401  "-" "Mozilla/5.0 (Android; Android 5.0.2; LG-D700 Build/LRX22G) AppleWebKit/533.30 (KHTML, like Gecko) Chrome/53.0.3182.291 Mobile Safari/602.1"
170.229.191.200 - - [13/Aug/2023:09:08:27 +0300] "GET /main/yandex.ru HTTP/2" 500  "-" "Mozilla/5.0 (Linux; U; Android 7.0; SAMSUNG GT-I9400 Build/KTU84P) AppleWebKit/603.39 (KHTML, like Gecko) Chrome/52.0.1108.368 Mobile Safari/603.1"
50.202.193.181 - - [13/Aug/2023:09:09:43 +0300] "PUT /forum/openforums.org HTTP/1.0" 403  "-" "Mozilla/5.0 (Android; Android 5.0.2; LG-D700 Build/LRX22G) AppleWebKit/533.30 (KHTML, like Gecko) Chrome/53.0.3182.291 Mobile Safari/602.1"
115.201.115.149 - - [13/Aug/2023:09:10:42 +0300] "POST /c/csharp.gcc HTTP/1.1" 403  "-" "Mozilla/5.0 (Linux; U; Android 7.0; SAMSUNG GT-I9400 Build/KTU84P) AppleWebKit/603.39 (KHTML, like Gecko) Chrome/52.0.1108.368 Mobile Safari/603.1"
158.9.13.106 - - [13/Aug/2023:09:11:54 +0300] "POST /google.com HTTP/2" 503  "-" "Mozilla/5.0 (Windows NT 10.3; Win64; x64) AppleWebKit/535.32 (KHTML, like Gecko) Chrome/50.0.3721.142 Safari/600.0 Edge/14.49964"
7.141.245.175 - - [13/Aug/2023:09:12:46 +0300] "PUT /main/yandex.ru HTTP/1.1" 401  "-" "Mozilla/5.0 (Windows NT 10.3; Win64; x64) AppleWebKit/535.32 (KHTML, like Gecko) Chrome/50.0.3721.142 Safari/600.0 Edge/14.49964"
177.218.74.77 - - [13/Aug/2023:09:14:09 +0300] "GET /main/yandex.ru HTTP/1.1" 401  "-" "Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.0; WOW64 Trident/7.0)"
239.178.217.123 - - [13/Aug/2023:09:15:24 +0300] "GET /google.com HTTP/2" 404  "-" "Mozilla/5.0 (Windows NT 10.3; Win64; x64) AppleWebKit/535.32 (KHTML, like Gecko) Chrome/50.0.3721.142 Safari/600.0 Edge/14.49964"
40.72.220.247 - - [13/Aug/2023:09:16:36 +0300] "PATCH /c/csharp.gcc HTTP/1.1" 200  "-" "Mozilla/5.0 (Windows NT 10.3; Win64; x64) AppleWebKit/535.32 (KHTML, like Gecko) Chrome/50.0.3721.142 Safari/600.0 Edge/14.49964"
158.40.191.103 - - [13/Aug/2023:09:18:00 +0300] "DELETE /downloads HTTP/2" 502  "-" "Mozilla/5.0 (Android; Android 5.0.2; LG-D700 Build/LRX22G) AppleWebKit/533.30 (KHTML, like Gecko) Chrome/53.0.3182.291 Mobile Safari/602.1"
233.106.45.233 - - [13/Aug/2023:09:18:59 +0300] "PATCH /google.com HTTP/2" 404  "-" "Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.0; WOW64 Trident/7.0)"
21.159.199.3 - - [13/Aug/2023:09:19:54 +0300] "PUT /forum/openforums.org HTTP/1.0" 503  "-" "Mozilla/5.0 (Linux; U; Android 7.0; SAMSUNG GT-I9400 Build/KTU84P) AppleWebKit/603.39 (KHTML, like Gecko) Chrome/52.0.1108.368 Mobile Safari/603.1"
178.146.47.100 - - [13/Aug/2023:09:21:02 +0300] "DELETE /main/yandex.ru HTTP/2" 503  "-" "Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.0; WOW64 Trident/7.0)"
86.148.118.181 - - [13/Aug/2023:09:22:19 +0300] "PUT /google.com HTTP/2" 501  "-" "Mozilla/5.0 (Windows NT 10.3; Win64; x64) AppleWebKit/535.32 (KHTML, like Gecko) Chrome/50.0.3721.142 Safari/600.0 Edge/14.49964"
136.197.175.156 - - [13/Aug/2023:09:23:41 +0300] "DELETE /c/csharp.gcc HTTP/1.0" 500  "-" "Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.0; WOW64 Trident/7.0)"
188.35.52.129 - - [13/Aug/2023:09:24:46 +0300] "PUT /google.com HTTP/2" 201  "-" "Mozilla/5.0 (Windows NT 10.3; Win64; x64) AppleWebKit/535.32 (KHTML, like Gecko) Chrome/50.0.3721.142 Safari/600.0 Edge/14.49964"
50.41.140.164 - - [13/Aug/2023:09:26:05 +0300] "POST /forum/openforums.org HTTP/2" 502  "-" "Mozilla/5.0 (Android; Android 5.0.2; LG-D700 Build/LRX22G) AppleWebKit/533.30 (KHTML, like Gecko) Chrome/53.0.3182.291 Mobile Safari/602.1"
200.180.187.108 - - [13/Aug/2023:09:27:04 +0300] "GET /forum/openforums.org HTTP/1.0" 401  "-" "Mozilla/5.0 (iPod; CPU iPod OS 7_4_9; like Mac OS X) AppleWebKit/533.8 (KHTML, like Gecko) Chrome/49.0.2236.394 Mobile Safari/537.7"
66.167.73.103 - - [13/Aug/2023:09:28:25 +0300] "DELETE /c/csharp.gcc HTTP/1.1" 403  "-" "Mozilla/5.0 (Windows NT 10.3; Win64; x64) AppleWebKit/535.32 (KHTML, like Gecko) Chrome/50.0.3721.142 Safari/600.0 Edge/14.49964"
84.152.210.60 - - [13/Aug/2023:09:29:32 +0300] "DELETE /google.com HTTP/1.1" 200  "-" "Mozilla/5.0 (iPod; CPU iPod OS 7_4_9; like Mac OS X) AppleWebKit/533.8 (KHTML, like Gecko) Chrome/49.0.2236.394 Mobile Safari/537.7"
215.19.47.228 - - [13/Aug/2023:09:30:30 +0300] "GET /downloads HTTP/1.1" 502  "-" "Mozilla/5.0 (Linux; U; Android 7.0; SAMSUNG GT-I9400 Build/KTU84P) AppleWebKit/603.39 (KHTML, like Gecko) Chrome/52.0.1108.368 Mobile Safari/603.1"
73.183.97.147 - - [13/Aug/2023:09:31:51 +0300] "DELETE /c/csharp.gcc HTTP/1.0" 200  "-" "Mozilla/5.0 (Windows NT 10.3; Win64; x64) AppleWebKit/535.32 (KHTML, like Gecko) Chrome/50.0.3721.142 Safari/600.0 Edge/14.49964"
176.29.33.3 - - [13/Aug/2023:09:33:09 +0300] "DELETE /forum/openforums.org HTTP/2" 201  "-" "Mozilla/5.0 (Android; Android 5.0.2; LG-D700 Build/LRX22G) AppleWebKit/533.30 (KHTML, like Gecko) Chrome/53.0.3182.291 Mobile Safari/602.1"
220.49.164.8 - - [13/Aug/2023:09:34:23 +0300] "DELETE /c/csharp.gcc HTTP/1.0" 400  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_7_6; like Mac OS X) AppleWebKit/603.22 (KHTML, like Gecko) Chrome/55.0.3688.111 Mobile Safari/535.0"
251.135.29.48 - - [13/Aug/2023:09:35:24 +0300] "POST /forum/openforums.org HTTP/1.1" 500  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_7_6; like Mac OS X) AppleWebKit/603.22 (KHTML, like Gecko) Chrome/55.0.3688.111 Mobile Safari/535.0"
27.238.39.28 - - [13/Aug/2023:09:36:43 +0300] "PATCH /c/csharp.gcc HTTP/2" 404  "-" "Mozilla/5.0 (Linux; U; Android 7.0; SAMSUNG GT-I9400 Build/KTU84P) AppleWebKit/603.39 (KHTML, like Gecko) Chrome/52.0.1108.368 Mobile Safari/603.1"
128.183.140.245 - - [13/Aug/2023:09:37:52 +0300] "GET /c/csharp.gcc HTTP/2" 401  "-" "Mozilla/5.0 (Android; Android 5.0.1; SM-P710 Build/LRX22G) AppleWebKit/537.8 (KHTML, like Gecko) Chrome/54.0.1153.339 Mobile Safari/533.7"
90.7.231.214 - - [13/Aug/2023:09:38:51 +0300] "PATCH /google.com HTTP/1.1" 400  "-" "Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.0; WOW64 Trident/7.0)"
116.192.134.165 - - [13/Aug/2023:09:39:50 +0300] "PATCH /downloads HTTP/1.1" 502  "-" "Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.0; WOW64 Trident/7.0)"
187.125.91.23 - - [13/Aug/2023:09:41:09 +0300] "POST /c/csharp.gcc HTTP/2" 404  "-" "Mozilla/5.0 (Android; Android 5.0.1; SM-P710 Build/LRX22G) AppleWebKit/537.8 (KHTML, like Gecko) Chrome/54.0.1153.339 Mobile Safari/533.7"
211.238.204.169 - - [13/Aug/2023:09:42:02 +0300] "POST /google.com HTTP/1.1" 502  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_0_9; like Mac OS X) AppleWebKit/600.46 (KHTML, like Gecko) Chrome/54.0.3251.209 Mobile Safari/536.6"
28.85.14.134 - - [13/Aug/2023:09:43:03 +0300] "DELETE /forum/openforums.org HTTP/1.0" 400  "-" "Mozilla/5.0 (Windows NT 10.3; Win64; x64) AppleWebKit/535.32 (KHTML, like Gecko) Chrome/50.0.3721.142 Safari/600.0 Edge/14.49964"
123.68.177.190 - - [13/Aug/2023:09:44:18 +0300] "DELETE /c/csharp.gcc HTTP/1.0" 404  "-" "Mozilla/5.0 (compatible; MSIE 10.0; Windows; Windows NT 6.3; x64; en-US Trident/6.0)"
242.26.42.62 - - [13/Aug/2023:09:45:40 +0300] "PATCH /google.com HTTP/1.0" 200  "-" "Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.0; WOW64 Trident/7.0)"
