88.148.59.116 - - [15/Aug/2023:00:01:11 +0300] "POST /forum/openforums.org HTTP/1.1" 502  "-" "Mozilla/5.0 (compatible; MSIE 10.0; Windows; Windows NT 6.3; x64; en-US Trident/6.0)"
86.190.60.72 - - [15/Aug/2023:03:47:54 +0300] "POST /downloads HTTP/1.0" 403  "-" "Mozilla/5.0 (Linux; U; Android 7.0; SAMSUNG GT-I9400 Build/KTU84P) AppleWebKit/603.39 (KHTML, like Gecko) Chrome/52.0.1108.368 Mobile Safari/603.1"
240.221.144.60 - - [15/Aug/2023:03:49:01 +0300] "DELETE /google.com HTTP/1.1" 502  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_0_9; like Mac OS X) AppleWebKit/600.46 (KHTML, like Gecko) Chrome/54.0.3251.209 Mobile Safari/536.6"
120.200.12.65 - - [15/Aug/2023:03:49:58 +0300] "POST /main/yandex.ru HTTP/2" 500  "-" "Mozilla/5.0 (Linux; U; Android 7.0; SAMSUNG GT-I9400 Build/KTU84P) AppleWebKit/603.39 (KHTML, like Gecko) Chrome/52.0.1108.368 Mobile Safari/603.1"
244.206.217.120 - - [15/Aug/2023:03:51:00 +0300] "POST /forum/openforums.org HTTP/1.0" 400  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_7_6; like Mac OS X) AppleWebKit/603.22 (KHTML, like Gecko) Chrome/55.0.3688.111 Mobile Safari/535.0"
205.19.245.182 - - [15/Aug/2023:03:51:58 +0300] "GET /c/csharp.gcc HTTP/1.1" 401  "-" "Mozilla/5.0 (Android; Android 5.0.1; SM-P710 Build/LRX22G) AppleWebKit/537.8 (KHTML, like Gecko) Chrome/54.0.1153.339 Mobile Safari/533.7"
76.160.27.224 - - [15/Aug/2023:03:53:20 +0300] "DELETE /downloads HTTP/1.1" 401  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_7_6; like Mac OS X) AppleWebKit/603.22 (KHTML, like Gecko) Chrome/55.0.3688.111 Mobile Safari/535.0"
157.245.186.79 - - [15/Aug/2023:03:54:19 +0300] "DELETE /downloads HTTP/1.1" 403  "-" "Mozilla/5.0 (Windows NT 10.3; Win64; x64) AppleWebKit/535.32 (KHTML, like Gecko) Chrome/50.0.3721.142 Safari/600.0 Edge/14.49964"
241.98.10.49 - - [15/Aug/2023:03:55:11 +0300] "PUT /c/csharp.gcc HTTP/1.1" 401  "-" "Mozilla/5.0 (Android; Android 5.0.1; SM-P710 Build/LRX22G) AppleWebKit/537.8 (KHTML, like Gecko) Chrome/54.0.1153.339 Mobile Safari/533.7"
113.194.181.241 - - [15/Aug/2023:03:56:26 +0300] "DELETE /main/yandex.ru HTTP/1.1" 201  "-" "Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.0; WOW64 Trident/7.0)"
2.237.95.99 - - [15/Aug/2023:03:57:47 +0300] "GET /c/csharp.gcc HTTP/1.1" 403  "-" "Mozilla/5.0 (Windows NT 10.3; Win64; x64) AppleWebKit/535.32 (KHTML, like Gecko) Chrome/50.0.3721.142 Safari/600.0 Edge/14.49964"
36.138.55.86 - - [15/Aug/2023:03:58:47 +0300] "POST /forum/openforums.org HTTP/2" 200  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_0_9; like Mac OS X) AppleWebKit/600.46 (KHTML, like Gecko) Chrome/54.0.3251.209 Mobile Safari/536.6"
73.252.68.71 - - [15/Aug/2023:03:59:38 +0300] "PATCH /forum/openforums.org HTTP/1.1" 401  "-" "Mozilla/5.0 (Windows NT 10.3; Win64; x64) AppleWebKit/535.32 (KHTML, like Gecko) Chrome/50.0.3721.142 Safari/600.0 Edge/14.49964"
250.70.128.26 - - [15/Aug/2023:04:00:41 +0300] "GET /forum/openforums.org HTTP/1.0" 401  "-" "Mozilla/5.0 (iPod; CPU iPod OS 7_4_9; like Mac OS X) AppleWebKit/533.8 (KHTML, like Gecko) Chrome/49.0.2236.394 Mobile Safari/537.7"
4.17.131.175 - - [15/Aug/2023:04:01:31 +0300] "PATCH /c/csharp.gcc HTTP/2" 400  "-" "Mozilla/5.0 (iPod; CPU iPod OS 7_4_9; like Mac OS X) AppleWebKit/533.8 (KHTML, like Gecko) Chrome/49.0.2236.394 Mobile Safari/537.7"
252.227.102.207 - - [15/Aug/2023:04:02:25 +0300] "GET /forum/openforums.org HTTP/1.0" 403  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_7_6; like Mac OS X) AppleWebKit/603.22 (KHTML, like Gecko) Chrome/55.0.3688.111 Mobile Safari/535.0"
24.152.26.10 - - [15/Aug/2023:04:03:36 +0300] "DELETE /main/yandex.ru HTTP/1.1" 200  "-" "Mozilla/5.0 (Windows NT 10.3; Win64; x64) AppleWebKit/535.32 (KHTML, like Gecko) Chrome/50.0.3721.142 Safari/600.0 Edge/14.49964"
119.84.188.201 - - [15/Aug/2023:04:04:29 +0300] "PATCH /forum/openforums.org HTTP/1.0" 200  "-" "Mozilla/5.0 (Windows NT 10.3; Win64; x64) AppleWebKit/535.32 (KHTML, like Gecko) Chrome/50.0.3721.142 Safari/600.0 Edge/14.49964"
189.10.183.198 - - [15/Aug/2023:04:05:20 +0300] "PUT /google.com HTTP/1.0" 403  "-" "Mozilla/5.0 (iPod; CPU iPod OS 7_4_9; like Mac OS X) AppleWebKit/533.8 (KHTML, like Gecko) Chrome/49.0.2236.394 Mobile Safari/537.7"
66.158.57.57 - - [15/Aug/2023:04:06:14 +0300] "PUT /main/yandex.ru HTTP/1.0" 503  "-" "Mozilla/5.0 (iPod; CPU iPod OS 7_4_9; like Mac OS X) AppleWebKit/533.8 (KHTML, like Gecko) Chrome/49.0.2236.394 Mobile Safari/537.7"
111.197.20.149 - - [15/Aug/2023:04:07:29 +0300] "PATCH /forum/openforums.org HTTP/1.0" 401  "-" "Mozilla/5.0 (Windows NT 10.2; x64; en-US) AppleWebKit/603.5 (KHTML, like Gecko) Chrome/55.0.1250.382 Safari/601"
62.110.153.175 - - [15/Aug/2023:04:08:53 +0300] "POST /c/csharp.gcc HTTP/2" 503  "-" "Mozilla/5.0 (Android; Android 5.0.1; SM-P710 Build/LRX22G) AppleWebKit/537.8 (KHTML, like Gecko) Chrome/54.0.1153.339 Mobile Safari/533.7"
161.189.48.142 - - [15/Aug/2023:04:10:00 +0300] "PATCH /main/yandex.ru HTTP/1.1" 404  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_7_6; like Mac OS X) AppleWebKit/603.22 (KHTML, like Gecko) Chrome/55.0.3688.111 Mobile Safari/535.0"
185.151.232.148 - - [15/Aug/2023:04:11:07 +0300] "PATCH /forum/openforums.org HTTP/2" 502  "-" "Mozilla/5.0 (iPod; CPU iPod OS 7_4_9; like Mac OS X) AppleWebKit/533.8 (KHTML, like Gecko) Chrome/49.0.2236.394 Mobile Safari/537.7"
4.25.32.12 - - [15/Aug/2023:04:12:15 +0300] "POST /forum/openforums.org HTTP/1.1" 503  "-" "Mozilla/5.0 (Linux; U; Android 7.0; SAMSUNG GT-I9400 Build/KTU84P) AppleWebKit/603.39 (KHTML, like Gecko) Chrome/52.0.1108.368 Mobile Safari/603.1"
210.182.9.216 - - [15/Aug/2023:04:13:21 +0300] "DELETE /main/yandex.ru HTTP/1.1" 400  "-" "Mozilla/5.0 (Linux; U; Android 7.0; SAMSUNG GT-I9400 Build/KTU84P) AppleWebKit/603.39 (KHTML, like Gecko) Chrome/52.0.1108.368 Mobile Safari/603.1"
172.79.220.77 - - [15/Aug/2023:04:14:28 +0300] "PUT /forum/openforums.org HTTP/1.1" 502  "-" "Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.0; WOW64 Trident/7.0)"
120.177.28.135 - - [15/Aug/2023:04:15:41 +0300] "PATCH /c/csharp.gcc HTTP/1.0" 400  "-" "Mozilla/5.0 (iPod; CPU iPod OS 7_4_9; like Mac OS X) AppleWebKit/533.8 (KHTML, like Gecko) Chrome/49.0.2236.394 Mobile Safari/537.7"
14.83.110.167 - - [15/Aug/2023:04:16:51 +0300] "DELETE /c/csharp.gcc HTTP/1.1" 403  "-" "Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.0; WOW64 Trident/7.0)"
217.246.160.157 - - [15/Aug/2023:04:17:47 +0300] "DELETE /forum/openforums.org HTTP/1.1" 400  "-" "Mozilla/5.0 (Android; Android 5.0.2; LG-D700 Build/LRX22G) AppleWebKit/533.30 (KHTML, like Gecko) Chrome/53.0.3182.291 Mobile Safari/602.1"
52.145.5.199 - - [15/Aug/2023:04:18:42 +0300] "GET /c/csharp.gcc HTTP/1.1" 500  "-" "Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.0; WOW64 Trident/7.0)"
45.73.9.214 - - [15/Aug/2023:04:19:32 +0300] "PATCH /downloads HTTP/1.1" 503  "-" "Mozilla/5.0 (iPod; CPU iPod OS 7_4_9; like Mac OS X) AppleWebKit/533.8 (KHTML, like Gecko) Chrome/49.0.2236.394 Mobile Safari/537.7"
25.189.168.147 - - [15/Aug/2023:04:20:37 +0300] "GET /google.com HTTP/1.1" 502  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_0_9; like Mac OS X) AppleWebKit/600.46 (KHTML, like Gecko) Chrome/54.0.3251.209 Mobile Safari/536.6"
207.49.31.190 - - [15/Aug/2023:04:22:01 +0300] "PUT /forum/openforums.org HTTP/1.0" 502  "-" "Mozilla/5.0 (Windows NT 10.3; Win64; x64) AppleWebKit/535.32 (KHTML, like Gecko) Chrome/50.0.3721.142 Safari/600.0 Edge/14.49964"
190.253.37.30 - - [15/Aug/2023:04:23:09 +0300] "GET /google.com HTTP/1.0" 200  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_0_9; like Mac OS X) AppleWebKit/600.46 (KHTML, like Gecko) Chrome/54.0.3251.209 Mobile Safari/536.6"
220.180.9.173 - - [15/Aug/2023:04:24:28 +0300] "PUT /downloads HTTP/2" 503  "-" "Mozilla/5.0 (Windows NT 10.2; x64; en-US) AppleWebKit/603.5 (KHTML, like Gecko) Chrome/55.0.1250.382 Safari/601"
101.181.170.35 - - [15/Aug/2023:04:25:19 +0300] "GET /main/yandex.ru HTTP/2" 400  "-" "Mozilla/5.0 (Windows NT 10.2; x64; en-US) AppleWebKit/603.5 (KHTML, like Gecko) Chrome/55.0.1250.382 Safari/601"
65.95.159.40 - - [15/Aug/2023:04:26:36 +0300] "DELETE /main/yandex.ru HTTP/1.1" 502  "-" "Mozilla/5.0 (Android; Android 5.0.1; SM-P710 Build/LRX22G) AppleWebKit/537.8 (KHTML, like Gecko) Chrome/54.0.1153.339 Mobile Safari/533.7"
166.241.220.132 - - [15/Aug/2023:04:27:56 +0300] "DELETE /main/yandex.ru HTTP/2" 200  "-" "Mozilla/5.0 (Android; Android 5.0.1; SM-P710 Build/LRX22G) AppleWebKit/537.8 (KHTML, like Gecko) Chrome/54.0.1153.339 Mobile Safari/533.7"
224.25.193.35 - - [15/Aug/2023:04:29:11 +0300] "GET /downloads HTTP/2" 404  "-" "Mozilla/5.0 (Android; Android 5.0.1; SM-P710 Build/LRX22G) AppleWebKit/537.8 (KHTML, like Gecko) Chrome/54.0.1153.339 Mobile Safari/533.7"
35.92.210.43 - - [15/Aug/2023:04:30:05 +0300] "POST /main/yandex.ru HTTP/1.0" 401  "-" "Mozilla/5.0 (Android; Android 5.0.1; SM-P710 Build/LRX22G) AppleWebKit/537.8 (KHTML, like Gecko) Chrome/54.0.1153.339 Mobile Safari/533.7"
11.246.67.123 - - [15/Aug/2023:04:31:15 +0300] "POST /downloads HTTP/1.0" 200  "-" "Mozilla/5.0 (Linux; U; Android 7.0; SAMSUNG GT-I9400 Build/KTU84P) AppleWebKit/603.39 (KHTML, like Gecko) Chrome/52.0.1108.368 Mobile Safari/603.1"
35.140.106.56 - - [15/Aug/2023:04:32:39 +0300] "PUT /c/csharp.gcc HTTP/1.0" 500  "-" "Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.0; WOW64 Trident/7.0)"
3.52.7.51 - - [15/Aug/2023:04:33:34 +0300] "GET /main/yandex.ru HTTP/1.0" 500  "-" "Mozilla/5.0 (iPod; CPU iPod OS 7_4_9; like Mac OS X) AppleWebKit/533.8 (KHTML, like Gecko) Chrome/49.0.2236.394 Mobile Safari/537.7"
141.78.91.41 - - [15/Aug/2023:04:34:52 +0300] "DELETE /downloads HTTP/2" 403  "-" "Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.0; WOW64 Trident/7.0)"
2.28.9.89 - - [15/Aug/2023:04:36:05 +0300] "GET /main/yandex.ru HTTP/1.1" 200  "-" "Mozilla/5.0 (Linux; U; Android 7.0; SAMSUNG GT-I9400 Build/KTU84P) AppleWebKit/603.39 (KHTML, like Gecko) Chrome/52.0.1108.368 Mobile Safari/603.1"
167.198.47.137 - - [15/Aug/2023:04:37:12 +0300] "PUT /downloads HTTP/1.0" 400  "-" "Mozilla/5.0 (Linux; U; Android 7.0; SAMSUNG GT-I9400 Build/KTU84P) AppleWebKit/603.39 (KHTML, like Gecko) Chrome/52.0.1108.368 Mobile Safari/603.1"
75.88.72.242 - - [15/Aug/2023:04:38:27 +0300] "POST /main/yandex.ru HTTP/2" 502  "-" "Mozilla/5.0 (Windows NT 10.3; Win64; x64) AppleWebKit/535.32 (KHTML, like Gecko) Chrome/50.0.3721.142 Safari/600.0 Edge/14.49964"
174.67.9.60 - - [15/Aug/2023:04:39:38 +0300] "PATCH /google.com HTTP/1.0" 502  "-" "Mozilla/5.0 (Windows NT 10.3; Win64; x64) AppleWebKit/535.32 (KHTML, like Gecko) Chrome/50.0.3721.142 Safari/600.0 Edge/14.49964"
242.8.92.164 - - [15/Aug/2023:04:40:48 +0300] "GET /forum/openforums.org HTTP/1.1" 502  "-" "Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.0; WOW64 Trident/7.0)"
21.57.89.163 - - [15/Aug/2023:04:42:06 +0300] "PUT /google.com HTTP/2" 503  "-" "Mozilla/5.0 (iPod; CPU iPod OS 7_4_9; like Mac OS X) AppleWebKit/533.8 (KHTML, like Gecko) Chrome/49.0.2236.394 Mobile Safari/537.7"
98.161.112.47 - - [15/Aug/2023:04:43:25 +0300] "PATCH /main/yandex.ru HTTP/2" 502  "-" "Mozilla/5.0 (Windows NT 10.2; x64; en-US) AppleWebKit/603.5 (KHTML, like Gecko) Chrome/55.0.1250.382 Safari/601"
69.14.213.181 - - [15/Aug/2023:04:44:20 +0300] "GET /main/yandex.ru HTTP/2" 200  "-" "Mozilla/5.0 (Android; Android 5.0.2; LG-D700 Build/LRX22G) AppleWebKit/533.30 (KHTML, like Gecko) Chrome/53.0.3182.291 Mobile Safari/602.1"
29.133.158.138 - - [15/Aug/2023:04:45:16 +0300] "PUT /downloads HTTP/2" 501  "-" "Mozilla/5.0 (iPod; CPU iPod OS 7_4_9; like Mac OS X) AppleWebKit/533.8 (KHTML, like Gecko) Chrome/49.0.2236.394 Mobile Safari/537.7"
215.148.248.250 - - [15/Aug/2023:04:46:39 +0300] "PUT /c/csharp.gcc HTTP/2" 501  "-" "Mozilla/5.0 (iPod; CPU iPod OS 7_4_9; like Mac OS X) AppleWebKit/533.8 (KHTML, like Gecko) Chrome/49.0.2236.394 Mobile Safari/537.7"
153.177.157.196 - - [15/Aug/2023:04:47:49 +0300] "DELETE /downloads HTTP/1.1" 503  "-" "Mozilla/5.0 (compatible; MSIE 10.0; Windows; Windows NT 6.3; x64; en-US Trident/6.0)"
32.48.91.166 - - [15/Aug/2023:04:48:51 +0300] "PUT /main/yandex.ru HTTP/1.1" 500  "-" "Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.0; WOW64 Trident/7.0)"
186.158.219.91 - - [15/Aug/2023:04:49:53 +0300] "PUT /main/yandex.ru HTTP/1.0" 200  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_0_9; like Mac OS X) AppleWebKit/600.46 (KHTML, like Gecko) Chrome/54.0.3251.209 Mobile Safari/536.6"
167.78.26.191 - - [15/Aug/2023:04:51:05 +0300] "PATCH /forum/openforums.org HTTP/1.1" 500  "-" "Mozilla/5.0 (iPod; CPU iPod OS 7_4_9; like Mac OS X) AppleWebKit/533.8 (KHTML, like Gecko) Chrome/49.0.2236.394 Mobile Safari/537.7"
30.30.129.239 - - [15/Aug/2023:04:51:59 +0300] "PATCH /forum/openforums.org HTTP/1.1" 400  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_0_9; like Mac OS X) AppleWebKit/600.46 (KHTML, like Gecko) Chrome/54.0.3251.209 Mobile Safari/536.6"
157.185.198.42 - - [15/Aug/2023:04:53:03 +0300] "PUT /google.com HTTP/2" 403  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_7_6; like Mac OS X) AppleWebKit/603.22 (KHTML, like Gecko) Chrome/55.0.3688.111 Mobile Safari/535.0"
77.131.81.34 - - [15/Aug/2023:04:54:13 +0300] "GET /forum/openforums.org HTTP/2" 404  "-" "Mozilla/5.0 (iPod; CPU iPod OS 7_4_9; like Mac OS X) AppleWebKit/533.8 (KHTML, like Gecko) Chrome/49.0.2236.394 Mobile Safari/537.7"
221.9.23.7 - - [15/Aug/2023:04:55:06 +0300] "GET /google.com HTTP/1.1" 400  "-" "Mozilla/5.0 (Linux; U; Android 7.0; SAMSUNG GT-I9400 Build/KTU84P) AppleWebKit/603.39 (KHTML, like Gecko) Chrome/52.0.1108.368 Mobile Safari/603.1"
248.26.245.45 - - [15/Aug/2023:04:55:57 +0300] "DELETE /google.com HTTP/1.0" 503  "-" "Mozilla/5.0 (Android; Android 5.0.2; LG-D700 Build/LRX22G) AppleWebKit/533.30 (KHTML, like Gecko) Chrome/53.0.3182.291 Mobile Safari/602.1"
150.188.215.95 - - [15/Aug/2023:04:56:55 +0300] "DELETE /forum/openforums.org HTTP/2" 200  "-" "Mozilla/5.0 (compatible; MSIE 10.0; Windows; Windows NT 6.3; x64; en-US Trident/6.0)"
60.211.183.129 - - [15/Aug/2023:04:58:04 +0300] "GET /forum/openforums.org HTTP/1.0" 403  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_7_6; like Mac OS X) AppleWebKit/603.22 (KHTML, like Gecko) Chrome/55.0.3688.111 Mobile Safari/535.0"
25.19.61.74 - - [15/Aug/2023:04:58:55 +0300] "POST /forum/openforums.org HTTP/1.1" 404  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_7_6; like Mac OS X) AppleWebKit/603.22 (KHTML, like Gecko) Chrome/55.0.3688.111 Mobile Safari/535.0"
48.167.83.182 - - [15/Aug/2023:04:59:51 +0300] "POST /forum/openforums.org HTTP/1.0" 200  "-" "Mozilla/5.0 (Windows NT 10.2; x64; en-US) AppleWebKit/603.5 (KHTML, like Gecko) Chrome/55.0.1250.382 Safari/601"
84.173.162.86 - - [15/Aug/2023:05:01:11 +0300] "DELETE /google.com HTTP/1.0" 501  "-" "Mozilla/5.0 (compatible; MSIE 10.0; Windows; Windows NT 6.3; x64; en-US Trident/6.0)"
146.190.35.144 - - [15/Aug/2023:05:02:20 +0300] "GET /google.com HTTP/2" 404  "-" "Mozilla/5.0 (Android; Android 5.0.2; LG-D700 Build/LRX22G) AppleWebKit/533.30 (KHTML, like Gecko) Chrome/53.0.3182.291 Mobile Safari/602.1"
243.127.47.204 - - [15/Aug/2023:05:03:18 +0300] "GET /c/csharp.gcc HTTP/1.0" 501  "-" "Mozilla/5.0 (Android; Android 5.0.2; LG-D700 Build/LRX22G) AppleWebKit/533.30 (KHTML, like Gecko) Chrome/53.0.3182.291 Mobile Safari/602.1"
210.137.87.189 - - [15/Aug/2023:05:04:23 +0300] "PATCH /c/csharp.gcc HTTP/1.0" 200  "-" "Mozilla/5.0 (iPod; CPU iPod OS 7_4_9; like Mac OS X) AppleWebKit/533.8 (KHTML, like Gecko) Chrome/49.0.2236.394 Mobile Safari/537.7"
53.102.234.175 - - [15/Aug/2023:05:05:48 +0300] "POST /main/yandex.ru HTTP/2" 400  "-" "Mozilla/5.0 (Android; Android 5.0.2; LG-D700 Build/LRX22G) AppleWebKit/533.30 (KHTML, like Gecko) Chrome/53.0.3182.291 Mobile Safari/602.1"
58.240.129.212 - - [15/Aug/2023:05:07:00 +0300] "GET /c/csharp.gcc HTTP/1.0" 501  "-" "Mozilla/5.0 (Android; Android 5.0.2; LG-D700 Build/LRX22G) AppleWebKit/533.30 (KHTML, like Gecko) Chrome/53.0.3182.291 Mobile Safari/602.1"
139.62.94.109 - - [15/Aug/2023:05:08:00 +0300] "DELETE /google.com HTTP/2" 403  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_0_9; like Mac OS X) AppleWebKit/600.46 (KHTML, like Gecko) Chrome/54.0.3251.209 Mobile Safari/536.6"
195.233.149.85 - - [15/Aug/2023:05:08:50 +0300] "PUT /forum/openforums.org HTTP/1.0" 200  "-" "Mozilla/5.0 (Linux; U; Android 7.0; SAMSUNG GT-I9400 Build/KTU84P) AppleWebKit/603.39 (KHTML, like Gecko) Chrome/52.0.1108.368 Mobile Safari/603.1"
234.228.178.163 - - [15/Aug/2023:05:09:45 +0300] "GET /main/yandex.ru HTTP/1.0" 401  "-" "Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.0; WOW64 Trident/7.0)"
209.232.62.171 - - [15/Aug/2023:05:11:09 +0300] "DELETE /google.com HTTP/1.1" 502  "-" "Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.0; WOW64 Trident/7.0)"
27.21.107.62 - - [15/Aug/2023:05:12:09 +0300] "PATCH /main/yandex.ru HTTP/2" 201  "-" "Mozilla/5.0 (Android; Android 5.0.1; SM-P710 Build/LRX22G) AppleWebKit/537.8 (KHTML, like Gecko) Chrome/54.0.1153.339 Mobile Safari/533.7"
163.100.220.3 - - [15/Aug/2023:05:13:04 +0300] "POST /google.com HTTP/1.1" 500  "-" "Mozilla/5.0 (compatible; MSIE 10.0; Windows; Windows NT 6.3; x64; en-US Trident/6.0)"
6.195.125.198 - - [15/Aug/2023:05:14:14 +0300] "PATCH /downloads HTTP/2" 502  "-" "Mozilla/5.0 (Windows NT 10.3; Win64; x64) AppleWebKit/535.32 (KHTML, like Gecko) Chrome/50.0.3721.142 Safari/600.0 Edge/14.49964"
144.202.165.42 - - [15/Aug/2023:05:15:07 +0300] "DELETE /google.com HTTP/1.1" 502  "-" "Mozilla/5.0 (Windows NT 10.3; Win64; x64) AppleWebKit/535.32 (KHTML, like Gecko) Chrome/50.0.3721.142 Safari/600.0 Edge/14.49964"
36.23.40.98 - - [15/Aug/2023:05:16:02 +0300] "DELETE /downloads HTTP/1.1" 201  "-" "Mozilla/5.0 (Android; Android 5.0.2; LG-D700 Build/LRX22G) AppleWebKit/533.30 (KHTML, like Gecko) Chrome/53.0.3182.291 Mobile Safari/602.1"
78.199.95.101 - - [15/Aug/2023:05:17:04 +0300] "PUT /google.com HTTP/2" 400  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_0_9; like Mac OS X) AppleWebKit/600.46 (KHTML, like Gecko) Chrome/54.0.3251.209 Mobile Safari/536.6"
180.130.35.232 - - [15/Aug/2023:05:17:56 +0300] "POST /c/csharp.gcc HTTP/2" 401  "-" "Mozilla/5.0 (iPod; CPU iPod OS 7_4_9; like Mac OS X) AppleWebKit/533.8 (KHTML, like Gecko) Chrome/49.0.2236.394 Mobile Safari/537.7"
45.138.253.79 - - [15/Aug/2023:05:18:56 +0300] "GET /main/yandex.ru HTTP/1.1" 200  "-" "Mozilla/5.0 (compatible; MSIE 10.0; Windows; Windows NT 6.3; x64; en-US Trident/6.0)"
37.247.108.13 - - [15/Aug/2023:05:20:20 +0300] "PUT /google.com HTTP/1.0" 503  "-" "Mozilla/5.0 (compatible; MSIE 10.0; Windows; Windows NT 6.3; x64; en-US Trident/6.0)"
71.25.178.203 - - [15/Aug/2023:05:21:45 +0300] "DELETE /downloads HTTP/1.0" 501  "-" "Mozilla/5.0 (Windows NT 10.3; Win64; x64) AppleWebKit/535.32 (KHTML, like Gecko) Chrome/50.0.3721.142 Safari/600.0 Edge/14.49964"
39.43.59.30 - - [15/Aug/2023:05:23:10 +0300] "GET /forum/openforums.org HTTP/1.0" 200  "-" "Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.0; WOW64 Trident/7.0)"
96.127.12.150 - - [15/Aug/2023:05:24:14 +0300] "POST /downloads HTTP/2" 503  "-" "Mozilla/5.0 (Android; Android 5.0.2; LG-D700 Build/LRX22G) AppleWebKit/533.30 (KHTML, like Gecko) Chrome/53.0.3182.291 Mobile Safari/602.1"
113.202.98.103 - - [15/Aug/2023:05:25:08 +0300] "GET /main/yandex.ru HTTP/2" 400  "-" "Mozilla/5.0 (Android; Android 5.0.2; LG-D700 Build/LRX22G) AppleWebKit/533.30 (KHTML, like Gecko) Chrome/53.0.3182.291 Mobile Safari/602.1"
65.21.47.83 - - [15/Aug/2023:05:26:11 +0300] "GET /forum/openforums.org HTTP/1.0" 501  "-" "Mozilla/5.0 (compatible; MSIE 10.0; Windows; Windows NT 6.3; x64; en-US Trident/6.0)"
236.221.181.132 - - [15/Aug/2023:05:27:18 +0300] "DELETE /main/yandex.ru HTTP/1.1" 200  "-" "Mozilla/5.0 (Android; Android 5.0.2; LG-D700 Build/LRX22G) AppleWebKit/533.30 (KHTML, like Gecko) Chrome/53.0.3182.291 Mobile Safari/602.1"
165.135.23.172 - - [15/Aug/2023:05:28:20 +0300] "PATCH /main/yandex.ru HTTP/2" 201  "-" "Mozilla/5.0 (Windows NT 10.3; Win64; x64) AppleWebKit/535.32 (KHTML, like Gecko) Chrome/50.0.3721.142 Safari/600.0 Edge/14.49964"
72.187.77.144 - - [15/Aug/2023:05:29:17 +0300] "GET /google.com HTTP/1.0" 403  "-" "Mozilla/5.0 (compatible; MSIE 10.0; Windows; Windows NT 6.3; x64; en-US Trident/6.0)"
104.4.207.90 - - [15/Aug/2023:05:30:19 +0300] "GET /downloads HTTP/2" 400  "-" "Mozilla/5.0 (Windows NT 10.3; Win64; x64) AppleWebKit/535.32 (KHTML, like Gecko) Chrome/50.0.3721.142 Safari/600.0 Edge/14.49964"
56.31.207.56 - - [15/Aug/2023:05:31:21 +0300] "GET /forum/openforums.org HTTP/1.0" 200  "-" "Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.0; WOW64 Trident/7.0)"
87.249.246.96 - - [15/Aug/2023:05:32:29 +0300] "PUT /c/csharp.gcc HTTP/2" 503  "-" "Mozilla/5.0 (Windows NT 10.3; Win64; x64) AppleWebKit/535.32 (KHTML, like Gecko) Chrome/50.0.3721.142 Safari/600.0 Edge/14.49964"
218.22.26.154 - - [15/Aug/2023:05:33:26 +0300] "DELETE /c/csharp.gcc HTTP/2" 501  "-" "Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.0; WOW64 Trident/7.0)"
205.68.207.181 - - [15/Aug/2023:05:34:24 +0300] "GET /c/csharp.gcc HTTP/1.0" 201  "-" "Mozilla/5.0 (Windows NT 10.2; x64; en-US) AppleWebKit/603.5 (KHTML, like Gecko) Chrome/55.0.1250.382 Safari/601"
181.13.86.39 - - [15/Aug/2023:05:35:35 +0300] "PATCH /forum/openforums.org HTTP/1.0" 400  "-" "Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.0; WOW64 Trident/7.0)"
228.218.39.250 - - [15/Aug/2023:05:36:26 +0300] "POST /google.com HTTP/1.0" 500  "-" "Mozilla/5.0 (Android; Android 5.0.1; SM-P710 Build/LRX22G) AppleWebKit/537.8 (KHTML, like Gecko) Chrome/54.0.1153.339 Mobile Safari/533.7"
